Disaster Type,Subregion,Start Year,Region
Flood,Sub-Saharan Africa,2003,Africa
Earthquake,Latin America and the Caribbean,2003,Americas
Wildfire,Latin America and the Caribbean,2003,Americas
Flood,Southern Europe,2003,Europe
Flood,Southern Europe,2003,Europe
Flood,Latin America and the Caribbean,2003,Americas
Flood,Eastern Europe,2003,Europe
Storm,Western Asia,2003,Asia
Earthquake,Western Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Storm,Melanesia,2003,Oceania
Storm,Northern Africa,2003,Africa
Storm,Sub-Saharan Africa,2003,Africa
Storm,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Earthquake,Southern Asia,2003,Asia
Earthquake,South-eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Storm,Sub-Saharan Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
Storm,Eastern Europe,2003,Europe
Flood,Australia and New Zealand,2003,Oceania
Flood,Latin America and the Caribbean,2003,Americas
Storm,Northern America,2003,Americas
Storm,Southern Asia,2003,Asia
Flood,Northern America,2003,Americas
Storm,Southern Asia,2003,Asia
Flood,Western Asia,2003,Asia
Flood,Southern Europe,2003,Europe
Flood,Sub-Saharan Africa,2003,Africa
Storm,Southern Asia,2003,Asia
Storm,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Earthquake,Eastern Asia,2003,Asia
Flood,Australia and New Zealand,2003,Oceania
Storm,Sub-Saharan Africa,2003,Africa
Storm,Sub-Saharan Africa,2003,Africa
Flood,Southern Europe,2003,Europe
Flood,South-eastern Asia,2003,Asia
Flood,Eastern Europe,2003,Europe
Storm,Southern Asia,2003,Asia
Storm,Melanesia,2003,Oceania
Storm,Northern America,2003,Americas
Flood,Southern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Storm,Northern America,2003,Americas
Flood,Sub-Saharan Africa,2003,Africa
Flood,Northern Africa,2003,Africa
Storm,Western Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Storm,Southern Asia,2003,Asia
Earthquake,Eastern Asia,2003,Asia
Earthquake,Southern Europe,2003,Europe
Storm,Eastern Asia,2003,Asia
Storm,Southern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Earthquake,Western Asia,2003,Asia
Wildfire,Eastern Europe,2003,Europe
Wildfire,Eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Earthquake,Eastern Asia,2003,Asia
Storm,Northern America,2003,Americas
Storm,Southern Asia,2003,Asia
Flood,Western Asia,2003,Asia
Storm,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Volcanic activity,Micronesia,2003,Oceania
Flood,Eastern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,Northern America,2003,Americas
Flood,Southern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Storm,Southern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Earthquake,Southern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Earthquake,Northern Africa,2003,Africa
Earthquake,Eastern Asia,2003,Asia
Extreme temperature,Southern Asia,2003,Asia
Extreme temperature,Southern Asia,2003,Asia
Extreme temperature,Southern Asia,2003,Asia
Earthquake,South-eastern Asia,2003,Asia
Earthquake,Northern Africa,2003,Africa
Flood,Southern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Earthquake,Central Asia,2003,Asia
Flood,Central Asia,2003,Asia
Flood,Eastern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Flood,Polynesia,2003,Oceania
Storm,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Flood,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Wildfire,Northern America,2003,Americas
Flood,Western Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Storm,Melanesia,2003,Oceania
Flood,Eastern Asia,2003,Asia
Earthquake,Southern Asia,2003,Asia
Volcanic activity,Latin America and the Caribbean,2003,Americas
Flood,Eastern Asia,2003,Asia
Flood,Northern America,2003,Americas
Flood,Southern Asia,2003,Asia
Extreme temperature,Latin America and the Caribbean,2003,Americas
Flood,Southern Asia,2003,Asia
Flood,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Wildfire,Southern Europe,2003,Europe
Earthquake,Eastern Asia,2003,Asia
Flood,Eastern Asia,2003,Asia
Earthquake,Eastern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Wildfire,Western Europe,2003,Europe
Flood,Sub-Saharan Africa,2003,Africa
Flood,Northern Africa,2003,Africa
Wildfire,Northern America,2003,Americas
Wildfire,Southern Europe,2003,Europe
Wildfire,Southern Europe,2003,Europe
Flood,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Eastern Europe,2003,Europe
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Eastern Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Southern Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Northern Europe,2003,Europe
Extreme temperature,Southern Europe,2003,Europe
Extreme temperature,Southern Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Western Europe,2003,Europe
Extreme temperature,Southern Europe,2003,Europe
Extreme temperature,Eastern Europe,2003,Europe
Extreme temperature,Southern Europe,2003,Europe
Flood,Southern Asia,2003,Asia
Flood,Eastern Europe,2003,Europe
Storm,Eastern Asia,2003,Asia
Storm,Western Europe,2003,Europe
Flood,Northern Africa,2003,Africa
Earthquake,Southern Europe,2003,Europe
Earthquake,Eastern Asia,2003,Asia
Storm,Sub-Saharan Africa,2003,Africa
Earthquake,Latin America and the Caribbean,2003,Americas
Storm,Northern America,2003,Americas
Earthquake,South-eastern Asia,2003,Asia
Flood,Northern America,2003,Americas
Storm,Sub-Saharan Africa,2003,Africa
Flood,Western Asia,2003,Asia
Flood,Southern Europe,2003,Europe
Storm,South-eastern Asia,2003,Asia
Earthquake,Southern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Flood,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Storm,Northern America,2003,Americas
Earthquake,Southern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Storm,Eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Northern America,2003,Americas
Storm,Northern America,2003,Americas
Flood,Northern Africa,2003,Africa
Storm,Latin America and the Caribbean,2003,Americas
Earthquake,Eastern Asia,2003,Asia
Earthquake,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Storm,Northern America,2003,Americas
Storm,Australia and New Zealand,2003,Oceania
Storm,Latin America and the Caribbean,2003,Americas
Earthquake,Eastern Europe,2003,Europe
Flood,Northern Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
Earthquake,Eastern Asia,2003,Asia
Flood,Northern America,2003,Americas
Flood,Northern America,2003,Americas
Wildfire,Latin America and the Caribbean,2003,Americas
Wildfire,Northern America,2003,Americas
Earthquake,Eastern Asia,2003,Asia
Storm,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Flood,Sub-Saharan Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
Flood,Western Asia,2003,Asia
Storm,Latin America and the Caribbean,2003,Americas
Earthquake,Eastern Asia,2003,Asia
Earthquake,Eastern Asia,2003,Asia
Flood,Northern Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
Storm,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Storm,Micronesia,2003,Oceania
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Earthquake,Eastern Asia,2003,Asia
Flood,Southern Europe,2003,Europe
Flood,Western Europe,2003,Europe
Flood,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Storm,Eastern Asia,2003,Asia
Storm,Northern America,2003,Americas
Earthquake,Eastern Asia,2003,Asia
Storm,Latin America and the Caribbean,2003,Americas
Storm,Latin America and the Caribbean,2003,Americas
Storm,Sub-Saharan Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
Storm,Southern Asia,2003,Asia
Storm,Australia and New Zealand,2003,Oceania
Storm,Australia and New Zealand,2003,Oceania
Flood,South-eastern Asia,2003,Asia
Storm,Northern America,2003,Americas
Flood,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Extreme temperature,Latin America and the Caribbean,2003,Americas
Earthquake,Northern America,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Western Asia,2003,Asia
Earthquake,Latin America and the Caribbean,2003,Americas
Earthquake,Latin America and the Caribbean,2003,Americas
Earthquake,Southern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Extreme temperature,Southern Asia,2003,Asia
Extreme temperature,Southern Asia,2003,Asia
Extreme temperature,Southern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Flood,South-eastern Asia,2003,Asia
Earthquake,Western Asia,2003,Asia
Earthquake,Southern Asia,2003,Asia
Flood,South-eastern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Northern America,2003,Americas
Flood,South-eastern Asia,2003,Asia
Flood,Latin America and the Caribbean,2003,Americas
Flood,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Storm,Latin America and the Caribbean,2003,Americas
Flood,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Southern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,Eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,Latin America and the Caribbean,2003,Americas
Storm,Northern America,2003,Americas
Flood,Sub-Saharan Africa,2003,Africa
Storm,Sub-Saharan Africa,2003,Africa
Flood,Northern America,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Wildfire,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Flood,South-eastern Asia,2003,Asia
Flood,South-eastern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Flood,South-eastern Asia,2003,Asia
Flood,Southern Asia,2003,Asia
Storm,Southern Asia,2003,Asia
Storm,Northern America,2003,Americas
Storm,Western Europe,2003,Europe
Storm,Northern America,2003,Americas
Earthquake,Western Asia,2003,Asia
Extreme temperature,Northern Africa,2003,Africa
Wildfire,Northern America,2003,Americas
Flood,Latin America and the Caribbean,2003,Americas
Storm,South-eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Storm,South-eastern Asia,2003,Asia
Storm,Northern America,2003,Americas
Storm,Northern America,2003,Americas
Storm,Northern America,2003,Americas
Drought,Sub-Saharan Africa,2003,Africa
Drought,Eastern Asia,2003,Asia
Drought,Eastern Asia,2003,Asia
Drought,Sub-Saharan Africa,2003,Africa
Drought,Sub-Saharan Africa,2003,Africa
Drought,Sub-Saharan Africa,2003,Africa
Drought,Latin America and the Caribbean,2003,Americas
Drought,South-eastern Asia,2003,Asia
Drought,Sub-Saharan Africa,2003,Africa
Drought,Eastern Europe,2003,Europe
Drought,Southern Europe,2003,Europe
Drought,Southern Europe,2003,Europe
Drought,Eastern Europe,2003,Europe
Drought,Latin America and the Caribbean,2003,Americas
Earthquake,South-eastern Asia,2004,Asia
Storm,Polynesia,2004,Oceania
Storm,Polynesia,2004,Oceania
Storm,Polynesia,2004,Oceania
Storm,Polynesia,2004,Oceania
Storm,Sub-Saharan Africa,2004,Africa
Extreme temperature,Western Asia,2004,Asia
Earthquake,Northern Africa,2004,Africa
Flood,Southern Asia,2004,Asia
Flood,Western Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Flood,Southern Asia,2004,Asia
Storm,Western Asia,2004,Asia
Storm,Northern Africa,2004,Africa
Storm,Southern Europe,2004,Europe
Storm,Western Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Storm,Sub-Saharan Africa,2004,Africa
Storm,Northern America,2004,Americas
Storm,Northern America,2004,Americas
Volcanic activity,South-eastern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Earthquake,Southern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Flood,Australia and New Zealand,2004,Oceania
Storm,Western Asia,2004,Asia
Earthquake,Northern Africa,2004,Africa
Storm,Northern America,2004,Americas
Storm,Melanesia,2004,Oceania
Storm,Southern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Flood,Australia and New Zealand,2004,Oceania
Flood,South-eastern Asia,2004,Asia
Flood,Western Asia,2004,Asia
Flood,Western Asia,2004,Asia
Flood,Western Asia,2004,Asia
Storm,Sub-Saharan Africa,2004,Africa
Flood,Melanesia,2004,Oceania
Storm,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,South-eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Storm,Northern America,2004,Americas
Wildfire,Eastern Asia,2004,Asia
Earthquake,Eastern Asia,2004,Asia
Earthquake,Western Asia,2004,Asia
Storm,Latin America and the Caribbean,2004,Americas
Earthquake,Western Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Flood,Southern Europe,2004,Europe
Flood,Northern America,2004,Americas
Flood,Northern America,2004,Americas
Earthquake,Central Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Storm,Micronesia,2004,Oceania
Flood,Sub-Saharan Africa,2004,Africa
Storm,Melanesia,2004,Oceania
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Southern Europe,2004,Europe
Flood,Eastern Europe,2004,Europe
Storm,Southern Asia,2004,Asia
Flood,Southern Europe,2004,Europe
Flood,Eastern Europe,2004,Europe
Flood,Southern Asia,2004,Asia
Flood,Western Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Wildfire,Northern America,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Flood,Northern Africa,2004,Africa
Flood,Latin America and the Caribbean,2004,Americas
Wildfire,Eastern Europe,2004,Europe
Flood,Western Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Storm,Sub-Saharan Africa,2004,Africa
Earthquake,Southern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Storm,Northern America,2004,Americas
Flood,Eastern Asia,2004,Asia
Flood,Northern America,2004,Americas
Storm,Northern America,2004,Americas
Earthquake,Eastern Europe,2004,Europe
Volcanic activity,South-eastern Asia,2004,Asia
Flood,Southern Europe,2004,Europe
Storm,Eastern Europe,2004,Europe
Storm,South-eastern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Storm,Eastern Europe,2004,Europe
Storm,South-eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Volcanic activity,South-eastern Asia,2004,Asia
Storm,Western Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Storm,Southern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Storm,Latin America and the Caribbean,2004,Americas
Storm,Eastern Asia,2004,Asia
Flood,Melanesia,2004,Oceania
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Storm,Sub-Saharan Africa,2004,Africa
Storm,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Earthquake,Western Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Extreme temperature,Eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Storm,Micronesia,2004,Oceania
Storm,Micronesia,2004,Oceania
Flood,Sub-Saharan Africa,2004,Africa
Flood,Latin America and the Caribbean,2004,Americas
Flood,Southern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Latin America and the Caribbean,2004,Americas
Extreme temperature,Southern Europe,2004,Europe
Extreme temperature,Southern Europe,2004,Europe
Extreme temperature,Eastern Europe,2004,Europe
Storm,Eastern Europe,2004,Europe
Storm,Northern America,2004,Americas
Flood,Eastern Asia,2004,Asia
Flood,Central Asia,2004,Asia
Flood,Northern America,2004,Americas
Wildfire,Northern America,2004,Americas
Flood,Southern Asia,2004,Asia
Extreme temperature,Eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Storm,Eastern Europe,2004,Europe
Extreme temperature,Southern Europe,2004,Europe
Extreme temperature,Northern Africa,2004,Africa
Flood,Eastern Europe,2004,Europe
Flood,Eastern Europe,2004,Europe
Flood,Eastern Europe,2004,Europe
Flood,Eastern Europe,2004,Europe
Flood,Eastern Asia,2004,Asia
Wildfire,Southern Europe,2004,Europe
Flood,Eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Wildfire,Southern Europe,2004,Europe
Storm,Eastern Europe,2004,Europe
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Storm,Australia and New Zealand,2004,Oceania
Flood,Western Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Storm,South-eastern Asia,2004,Asia
Flood,Australia and New Zealand,2004,Oceania
Earthquake,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Northern America,2004,Americas
Flood,Northern Europe,2004,Europe
Flood,Western Asia,2004,Asia
Earthquake,Latin America and the Caribbean,2004,Americas
Storm,Western Europe,2004,Europe
Storm,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Storm,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Earthquake,Southern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Flood,Eastern Europe,2004,Europe
Storm,Micronesia,2004,Oceania
Storm,Eastern Asia,2004,Asia
Wildfire,Northern America,2004,Americas
Flood,Sub-Saharan Africa,2004,Africa
Storm,Northern America,2004,Americas
Flood,Eastern Europe,2004,Europe
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Northern America,2004,Americas
Flood,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Storm,Eastern Europe,2004,Europe
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Northern America,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Volcanic activity,South-eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Storm,Northern America,2004,Americas
Storm,Latin America and the Caribbean,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Flood,Southern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Storm,Northern America,2004,Americas
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Earthquake,Eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Earthquake,Eastern Asia,2004,Asia
Flood,Latin America and the Caribbean,2004,Americas
Storm,Eastern Asia,2004,Asia
Flood,Australia and New Zealand,2004,Oceania
Flood,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Latin America and the Caribbean,2004,Americas
Earthquake,South-eastern Asia,2004,Asia
Flood,Eastern Asia,2004,Asia
Flood,Northern Africa,2004,Africa
Storm,Southern Europe,2004,Europe
Earthquake,Eastern Asia,2004,Asia
Flood,Northern America,2004,Americas
Earthquake,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Earthquake,Latin America and the Caribbean,2004,Americas
Earthquake,Latin America and the Caribbean,2004,Americas
Storm,Eastern Europe,2004,Europe
Storm,Australia and New Zealand,2004,Oceania
Storm,South-eastern Asia,2004,Asia
Flood,Sub-Saharan Africa,2004,Africa
Storm,Northern Europe,2004,Europe
Earthquake,Latin America and the Caribbean,2004,Americas
Storm,Western Asia,2004,Asia
Extreme temperature,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Storm,South-eastern Asia,2004,Asia
Volcanic activity,Melanesia,2004,Oceania
Flood,Latin America and the Caribbean,2004,Americas
Storm,South-eastern Asia,2004,Asia
Storm,Eastern Asia,2004,Asia
Earthquake,Northern Africa,2004,Africa
Flood,Latin America and the Caribbean,2004,Americas
Flood,Southern Asia,2004,Asia
Flood,Southern Europe,2004,Europe
Flood,South-eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Earthquake,Southern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Earthquake,Southern Asia,2004,Asia
Earthquake,Sub-Saharan Africa,2004,Africa
Earthquake,Southern Asia,2004,Asia
Earthquake,Southern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Earthquake,South-eastern Asia,2004,Asia
Earthquake,Sub-Saharan Africa,2004,Africa
Earthquake,Sub-Saharan Africa,2004,Africa
Earthquake,South-eastern Asia,2004,Asia
Earthquake,Sub-Saharan Africa,2004,Africa
Flood,Sub-Saharan Africa,2004,Africa
Flood,Australia and New Zealand,2004,Oceania
Earthquake,Western Europe,2004,Europe
Earthquake,Southern Europe,2004,Europe
Earthquake,Sub-Saharan Africa,2004,Africa
Storm,Australia and New Zealand,2004,Oceania
Flood,Northern America,2004,Americas
Flood,Latin America and the Caribbean,2004,Americas
Storm,Eastern Asia,2004,Asia
Storm,Southern Asia,2004,Asia
Storm,Southern Asia,2004,Asia
Earthquake,Eastern Asia,2004,Asia
Storm,Western Europe,2004,Europe
Storm,Northern America,2004,Americas
Flood,Southern Asia,2004,Asia
Flood,Southern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Flood,South-eastern Asia,2004,Asia
Wildfire,Sub-Saharan Africa,2004,Africa
Extreme temperature,Northern America,2004,Americas
Storm,Southern Europe,2004,Europe
Drought,Sub-Saharan Africa,2004,Africa
Drought,Latin America and the Caribbean,2004,Americas
Drought,Sub-Saharan Africa,2004,Africa
Drought,Sub-Saharan Africa,2004,Africa
Drought,Latin America and the Caribbean,2004,Americas
Drought,Latin America and the Caribbean,2004,Americas
Drought,Sub-Saharan Africa,2004,Africa
Drought,Latin America and the Caribbean,2004,Americas
Drought,Sub-Saharan Africa,2004,Africa
Drought,Southern Europe,2004,Europe
Drought,Latin America and the Caribbean,2004,Americas
Storm,Latin America and the Caribbean,2005,Americas
Storm,Western Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Western Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Northern Europe,2005,Europe
Wildfire,Australia and New Zealand,2005,Oceania
Flood,Northern America,2005,Americas
Earthquake,Southern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Latin America and the Caribbean,2005,Americas
Flood,Western Asia,2005,Asia
Storm,Northern America,2005,Americas
Earthquake,South-eastern Asia,2005,Asia
Flood,Latin America and the Caribbean,2005,Americas
Storm,Southern Asia,2005,Asia
Storm,Southern Asia,2005,Asia
Storm,Southern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Southern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Southern Europe,2005,Europe
Storm,Eastern Europe,2005,Europe
Storm,Southern Europe,2005,Europe
